109 8 19 21 1.5
109 8 26 1 0
109 8 26 2 2.5
109 8 26 4 1.5
109 8 26 21 1.5
190 1 2 1 0
190 1 2 2 0.5
190 1 2 4 3
190 1 2 21 2
190 1 5 1 0.5
190 1 5 2 1.5
190 1 5 4 3.5
190 1 5 21 2
190 1 9 1 0.5
190 1 9 2 2
190 1 9 4 3
190 1 9 21 1.5
190 1 12 1 0.5
190 1 12 2 1
190 1 12 4 0.5
190 1 12 21 2
190 1 19 1 1.5
190 1 19 2 2
190 1 19 4 2
190 1 19 21 1.5
190 1 26 1 0.5
190 1 26 2 1
190 1 26 4 2
190 1 26 21 1
190 2 2 1 0.5
190 2 2 2 0
190 2 2 4 2
190 2 2 21 3
190 2 5 1 0.5
190 2 5 2 2
190 2 5 4 3.5
190 2 5 21 1
190 2 9 1 2
190 2 9 2 2
190 2 9 4 4
190 2 9 21 3
190 2 12 1 0.5
190 2 12 2 1
190 2 12 4 2
190 2 12 21 4
190 2 19 1 1
190 2 19 2 1.5
190 2 19 4 3
190 2 19 21 1
190 2 26 1 .
190 2 26 2 .
190 2 26 4 .
190 2 26 21 .
190 3 2 1 0
190 3 2 2 1
190 3 2 4 4
190 3 2 21 2
190 3 5 1 0
190 3 5 2 3
190 3 5 4 4
190 3 5 21 0
190 3 9 1 0
190 3 9 2 3
190 3 9 4 4
190 3 9 21 1
190 3 12 1 0.5
190 3 12 2 3
190 3 12 4 2
190 3 12 21 3
190 3 19 1 2
190 3 19 2 2
190 3 19 4 2
190 3 19 21 1.5
190 3 26 1 .
190 3 26 2 .
190 3 26 4 .
190 3 26 21 .
190 4 2 1 1
190 4 2 2 2
190 4 2 4 2
190 4 2 21 3.5
190 4 5 1 1
190 4 5 2 0
190 4 5 4 3
190 4 5 21 3
190 4 9 1 0
190 4 9 2 1
190 4 9 4 1
190 4 9 21 3
190 4 12 1 .
190 4 12 2 .
190 4 12 4 .
190 4 12 21 .
190 4 19 1 2
190 4 19 2 2
190 4 19 4 2
190 4 19 21 2
190 4 26 1 1
190 4 26 2 2
190 4 26 4 2
190 4 26 21 1
190 5 2 1 1
190 5 2 2 2
190 5 2 4 4
190 5 2 21 3
190 5 5 1 .
190 5 5 2 .
190 5 5 4 .
190 5 5 21 .
190 5 9 1 1
190 5 9 2 3.5
190 5 9 4 2
190 5 9 21 1.5
190 5 12 1 .
190 5 12 2 .
190 5 12 4 .
190 5 12 21 .
190 5 19 1 2
190 5 19 2 2
190 5 19 4 2
190 5 19 21 2
190 5 26 1 0
190 5 26 2 2.5
190 5 26 4 2.5
190 5 26 21 2
190 6 2 1 .
190 6 2 2 .
190 6 2 4 .
190 6 2 21 .
190 6 5 1 0
190 6 5 2 1
190 6 5 4 1
190 6 5 21 3
190 6 9 1 0
190 6 9 2 1
190 6 9 4 3
190 6 9 21 3
190 6 12 1 0.5
190 6 12 2 3
190 6 12 4 1
190 6 12 21 2
190 6 19 1 .
190 6 19 2 .
190 6 19 4 .
190 6 19 21 .
190 6 26 1 .
190 6 26 2 .
190 6 26 4 .
190 6 26 21 .
190 7 2 1 0
190 7 2 2 0.5
190 7 2 4 2.5
190 7 2 21 4
190 7 5 1 0
190 7 5 2 0.5
190 7 5 4 2
190 7 5 21 3.5
190 7 9 1 2
190 7 9 2 3.5
190 7 9 4 1
190 7 9 21 3
190 7 12 1 1.5
190 7 12 2 2.5
190 7 12 4 2.5
190 7 12 21 3.5
190 7 19 1 1
190 7 19 2 1
190 7 19 4 3
190 7 19 21 2
190 7 26 1 0.5
190 7 26 2 1
190 7 26 4 1.5
190 7 26 21 2.5
190 8 2 1 0
190 8 2 2 0
190 8 2 4 3
190 8 2 21 2.5
190 8 5 1 0
190 8 5 2 1
190 8 5 4 3.5
190 8 5 21 2.5
190 8 9 1 1
190 8 9 2 3.5
190 8 9 4 3.5
190 8 9 21 3.5
190 8 12 1 0
190 8 12 2 1.5
190 8 12 4 1.5
190 8 12 21 2.5
190 8 19 1 0.5
190 8 19 2 1
190 8 19 4 1.5
190 8 19 21 2
190 8 26 1 0
190 8 26 2 1
190 8 26 4 1.5
190 8 26 21 1
190 9 2 1 0
190 9 2 2 0.5
190 9 2 4 2
190 9 2 21 2.5
190 9 5 1 0
190 9 5 2 2
190 9 5 4 2.5
190 9 5 21 3
190 9 9 1 0
190 9 9 2 1
190 9 9 4 2
190 9 9 21 2
190 9 12 1 0.5
190 9 12 2 0.5
190 9 12 4 1
190 9 12 21 2
190 9 19 1 1.5
190 9 19 2 1
190 9 19 4 1
190 9 19 21 2
190 9 26 1 1
190 9 26 2 0.5
190 9 26 4 1.5
190 9 26 21 1.5
190 10 2 1 0
190 10 2 2 0
190 10 2 4 2
190 10 2 21 3
190 10 5 1 .
190 10 5 2 .
190 10 5 4 .
190 10 5 21 .
190 10 9 1 2
190 10 9 2 3
190 10 9 4 2
190 10 9 21 3
190 10 12 1 1
190 10 12 2 2
190 10 12 4 0
190 10 12 21 3
190 10 19 1 .
190 10 19 2 .
190 10 19 4 .
190 10 19 21 .
190 10 26 1 .
190 10 26 2 .
190 10 26 4 .
190 10 26 21 .
